Path; Precision; Recall; SDE; BB-IOU; IOU-20; IOU-15; IOU-10; IOU-5; IOU-0
x1/frame100.png; 11.73607713097623; 19.69967462252478; 15.717875876750504; 0.7843676872878284; 0.42095671981776767; 0.34350797266514804; 0.2437357630979499; 0.11252847380410023; 0.0009111617312072893
x1/frame101.png; 11.268529910115848; 25.884445718295012; 18.57648781420543; 0.6842289505995455; 0.38903394255874674; 0.35291557876414276; 0.30678851174934724; 0.13228894691035684; 0.013489991296779809
x1/frame102.png; 9.570464143184486; 23.35617736933135; 16.463320756257918; 0.671727754231683; 0.4587719298245614; 0.3925438596491228; 0.29210526315789476; 0.07324561403508772; 0.003947368421052632
x1/frame103.png; 9.212448274185004; 23.208531261935708; 16.210489768060356; 0.679154273891116; 0.42084257206208425; 0.3698447893569845; 0.2953436807095344; 0.18758314855875832; 0.041685144124168516
x1/frame104.png; 13.419560886745016; 15.97241100714778; 14.695985946946397; 0.8663360133653545; 0.42938931297709926; 0.3458969465648855; 0.258587786259542; 0.07442748091603053; 0.006202290076335878
x1/frame105.png; 14.38902147817187; 23.34363058103409; 18.86632602960298; 0.5998999879295777; 0.37029200169276344; 0.22683030046550995; 0.14303851036817605; 0.10918324164198054; 0.016504443504020312
x1/frame106.png; 14.672106666341557; 19.499741080979884; 17.08592387366072; 0.7111624937449312; 0.392870980240217; 0.30104610616040295; 0.19992251065478497; 0.11507167764432391; 0.010073614877954282
x1/frame107.png; 14.360793184619554; 30.274184924471612; 22.317489054545582; 0.5480395448917748; 0.34661685346616855; 0.21087588210875882; 0.14653383146533833; 0.0356994603569946; 0.0008302200083022001
x1/frame108.png; 14.097975189777623; 22.716279203254203; 18.407127196515912; 0.7732214337700145; 0.3639921722113503; 0.33610567514677103; 0.3145792563600783; 0.14823874755381605; 0.013209393346379647
x1/frame109.png; 9.842026081449891; 16.28718610591168; 13.064606093680785; 0.8223257786829284; 0.4709768758848513; 0.4058518168947617; 0.30533270410571023; 0.19867862199150543; 0.008022652194431336
x1/frame110.png; 10.331487176754804; 30.267199664420836; 20.29934342058782; 0.6234790738143834; 0.4096119929453263; 0.3117283950617284; 0.2310405643738977; 0.1384479717813051; 0.007936507936507936
x1/frame111.png; 8.846570197000696; 20.617380373437168; 14.731975285218933; 0.668247139120294; 0.4448305821025195; 0.4005212858384014; 0.3262380538662033; 0.16507384882710685; 0.008253692441355343
x1/frame112.png; 11.005082146561394; 23.350749946472384; 17.177916046516888; 0.8129410694045718; 0.45494398441305406; 0.3872381880175353; 0.2834875791524598; 0.2079883097905504; 0.006819288845591817
x1/frame113.png; 9.27044773676189; 25.574646871906445; 17.422547304334167; 0.7640164762976913; 0.4584942084942085; 0.3952702702702703; 0.28812741312741313; 0.1718146718146718; 0.008687258687258687
x1/frame114.png; 9.803737613722742; 30.870860719119857; 20.3372991664213; 0.746341293757282; 0.4182330827067669; 0.35479323308270677; 0.29793233082706766; 0.19078947368421054; 0.011278195488721804
x1/frame115.png; 17.6365003848322; 9.234881798790608; 13.435691091811403; 0.29662912936057395; 0.46797608881298036; 0.43936806148590946; 0.3023057216054654; 0.1695132365499573; 0.01067463706233988
x1/frame116.png; 2.7923373660053543; 2140.6200745213387; 1071.706205943672; 0.024345885948383345; 0.1400916963830871; 0.12633723892002038; 0.014263881813550688; 0.0056036678553234845; 0.0005094243504839531
x1/frame117.png; 9.137181903855456; 496.74453912736794; 252.9408605156117; 0.0869838942491887; 0.21834496510468593; 0.19574609504818877; 0.13293452974410103; 0.07942838152210037; 0.004320372216683284
x1/frame118.png; 12.460931028349561; 321.7977873562454; 167.12935919229747; 0.11446871686108165; 0.21809451604751073; 0.19332827899924185; 0.15870609047258025; 0.09805408137477888; 0.005559767500631791
x1/frame119.png; 14.824835691294597; 348.52296250616115; 181.67389909872787; 0.18945900725041828; 0.2547452547452547; 0.21345321345321344; 0.1928071928071928; 0.13253413253413254; 0.011322011322011322
x1/frame120.png; 18.511177418049822; 134.1200671972305; 76.31562230764015; 0.19378444609055798; 0.3562408223201175; 0.32716593245227604; 0.2966226138032305; 0.20998531571218795; 0.027019089574155653
x1/frame121.png; 8.780349194327169; 545.650795375133; 277.2155722847301; 0.1707582690327047; 0.23074423139421515; 0.1403964900877478; 0.07474813129671758; 0.011699707507312317; 0.0009749756256093598
x1/frame122.png; 11.210549773987628; 430.92242470305; 221.06648723851882; 0.29431842667136787; 0.22271186440677967; 0.14338983050847456; 0.07220338983050847; 0.04033898305084746; 0.0013559322033898306
x1/frame123.png; 15.143806097006552; 92.78103527181506; 53.9624206844108; 0.31873289812148353; 0.32; 0.27872340425531916; 0.2302127659574468; 0.12297872340425532; 0.011063829787234043
x1/frame124.png; 18.656329792234434; 70.79215544394917; 44.7242426180918; 0.7358441111052864; 0.34137558516384586; 0.3071660064818149; 0.22506301764494058; 0.05725603168887288; 0.005041411595246669
x1/frame125.png; 29.34631048449696; 304.90622061528074; 167.12626554988884; 0.4912591804465724; 0.2113526570048309; 0.1844806763285024; 0.14704106280193235; 0.11352657004830918; 0.008756038647342996
x1/frame126.png; 14.016689927461346; 92.31112488478823; 53.163907406124785; 0.7696525873737549; 0.36592937524253005; 0.3216918897943345; 0.29025999223903765; 0.21381451299961196; 0.023282887077997673
x1/frame127.png; 20.85121862418816; 34.53407628646974; 27.692647455328952; 0.34474321826151133; 0.3146989835809226; 0.282642689601251; 0.18647380766223612; 0.08287724784988272; 0.003127443315089914
x1/frame128.png; 18.558640961451708; 18.025232385142175; 18.29193667329694; 0.3624751149659468; 0.347123719464145; 0.3132387706855792; 0.24743892828999212; 0.08628841607565012; 0.004334121355397951
x1/frame129.png; 21.093137524737546; 34.79407957147603; 27.943608548106788; 0.8513697350719727; 0.3051444679351656; 0.27942212825933754; 0.22762508809020437; 0.1011275546159267; 0.009513742071881607
